numero_item,descricao,tipo,marca,modelo,quantidade,unidade,valor_unitario,valor_total,fornecedor,cnpj_fornecedor,especificacoes,observacoes,raw_descricao,arquivo_origem
175,RAST FX3 ALIMENTOS,produto,exames,laboratorio,12.0,UN,10.2,122.4,,,[],,Descrição: RAST FX3 ALIMENTOS,Ata#1009 - BLL_llm.json
176,RAST FX5 ALIMENTOS,produto,exames,laboratorio,12.0,UN,14.16,169.92,,,[],,Descrição: RAST FX5 ALIMENTOS,Ata#1009 - BLL_llm.json
177,RAST GLUTEN,produto,exames,laboratorio,12.0,UN,6.83,81.96,,,[],,Descrição: RAST GLUTEN,Ata#1009 - BLL_llm.json
178,RAST GX1 GRAMINEAS (TABELA),produto,exames,laboratorio,12.0,UN,10.2,122.4,,,[],,Descrição: RAST GX1 GRAMINEAS (TABELA),Ata#1009 - BLL_llm.json
179,RAST IBUPROFENO,produto,exames,laboratorio,12.0,UN,37.11,445.32,,,[],,Descrição: RAST IBUPROFENO,Ata#1009 - BLL_llm.json
180,RAST INALANTES (IX6),produto,exames,laboratorio,12.0,UN,16.17,194.04,,,[],,Descrição: RAST INALANTES (IX6),Ata#1009 - BLL_llm.json
181,RAST INSETO BARATA,produto,exames,laboratorio,12.0,UN,9.88,118.56,,,[],,Descrição: RAST INSETO BARATA,Ata#1009 - BLL_llm.json
182,RAST LARANJA,produto,exames,laboratorio,12.0,UN,12.15,145.8,,,[],,Descrição: RAST LARANJA,Ata#1009 - BLL_llm.json
183,RAST LEITE E DERIVADOS,produto,exames,laboratorio,12.0,UN,7.94,95.28,,,[],,Descrição: RAST LEITE E DERIVADOS,Ata#1009 - BLL_llm.json
184,RAST LATEX,produto,exames,laboratorio,12.0,UN,3.49,41.88,,,[],,Descrição: RAST LATEX,Ata#1009 - BLL_llm.json
185,RAST MANGA,produto,exames,laboratorio,12.0,UN,20.23,242.76,,,[],,Descrição: RAST MANGA,Ata#1009 - BLL_llm.json
186,RAST MILHO,produto,exames,laboratorio,24.0,UN,8.47,203.28,,,[],,RAST MILHO,Ata#1009 - BLL_llm.json
187,RAST OVO (INTEIRO),produto,exames,laboratorio,30.0,UN,8.45,253.5,,,[],,RAST OVO (INTEIRO),Ata#1009 - BLL_llm.json
188,RAST OVOMUCOIDE,produto,exames,laboratorio,12.0,UN,9.77,117.24,,,[],,RAST OVOMUCOIDE,Ata#1009 - BLL_llm.json
189,RAST PEIXE BACALHAU,produto,exames,laboratorio,12.0,UN,11.15,133.8,,,[],,RAST PEIXE BACALHAU,Ata#1009 - BLL_llm.json
190,RAST PERNILONGO,produto,exames,laboratorio,12.0,UN,9.28,111.36,,,[],,RAST PERNILONGO,Ata#1009 - BLL_llm.json
191,RAST PO DE CASA,produto,exames,laboratorio,60.0,UN,9.96,597.6,,,[],,RAST PO DE CASA,Ata#1009 - BLL_llm.json
192,RAST PROTEINAS DO LEITE,produto,exames,laboratorio,50.0,UN,8.42,421.0,,,[],,RAST PROTEINAS DO LEITE,Ata#1009 - BLL_llm.json
193,RAST SOJA,produto,exames,laboratorio,24.0,UN,5.92,142.08,,,[],,RAST SOJA,Ata#1009 - BLL_llm.json
194,RAST TABACO,produto,exames,laboratorio,12.0,UN,13.83,165.96,,,[],,RAST TABACO,Ata#1009 - BLL_llm.json
196,RENINA.,produto,exames,laboratorio,60.0,UN,9.34,560.4,,,[],,RENINA.,Ata#1009 - BLL_llm.json
197,RETICULOCITOS,produto,exames,laboratorio,10.0,UN,6.37,63.7,,,[],,RETICULOCITOS,Ata#1009 - BLL_llm.json
199,RUBEOLA IGG,,exames,laboratorio,10.0,UN,6.09,60.9,,,[],,Descrição: RUBEOLA IGG,Ata#1009 - BLL_llm.json
200,RUBEOLA IGM,,exames,laboratorio,10.0,UN,6.09,60.9,,,[],,Descrição: RUBEOLA IGM,Ata#1009 - BLL_llm.json
201,SANGUE OCULTO PESQUISA,,exames,laboratorio,150.0,UN,2.17,325.5,,,[],,Descrição: SANGUE OCULTO PESQUISA,Ata#1009 - BLL_llm.json
202,SODIO,,exames,laboratorio,650.0,UN,1.07,695.5,,,[],,Descrição: SODIO,Ata#1009 - BLL_llm.json
203,SUBSTANCIA REDUTORAS PESQUISA,,exames,laboratorio,12.0,UN,7.11,85.32,,,[],,Descrição: SUBSTANCIA REDUTORAS PESQUISA,Ata#1009 - BLL_llm.json
204,SULFATO DE DEHIDROEPIANDROSTERONA,,exames,laboratorio,5.0,UN,8.98,44.9,,,[],,Descrição: SULFATO DE DEHIDROEPIANDROSTERONA,Ata#1009 - BLL_llm.json
205,SHBG - GLOBULINA LIGADORA,,exames,laboratorio,12.0,UN,5.9,70.8,,,[],,Descrição: SHBG - GLOBULINA LIGADORA,Ata#1009 - BLL_llm.json
206,T T P A,,exames,laboratorio,12.0,UN,2.34,28.08,,,[],,Descrição: T T P A,Ata#1009 - BLL_llm.json
208,TEMPO DE PROTROMBINA,,exames,laboratorio,12.0,UN,2.09,25.08,,,[],,Descrição: TEMPO DE PROTROMBINA,Ata#1009 - BLL_llm.json
209,TEMPO DE SANGRAMENTO,,exames,laboratorio,12.0,UN,1.59,19.08,,,[],,Descrição: TEMPO DE SANGRAMENTO,Ata#1009 - BLL_llm.json
210,TESTOSTERONA LIVRE,,exames,laboratorio,,UN,,,,,[],,Descrição: TESTOSTERONA LIVRE,Ata#1009 - BLL_llm.json
211,TESTOSTERON TOTAL.,produto,exames,laboratorio,10.0,UN,7.2,72.0,,,"['Marca: exames', 'Modelo: laboratorio']",,"Quantidade: 10                           | Val. Ref.: 12,28                         | Valor Unit.: 7,20                        |                                          | Total Item: 72,00                        |
Item: 211                                | Unidade: UN                              | Marca: exames                            | Modelo: laboratorio                      |
Descrição: TESTOSTERON TOTAL.           | Descrição: TESTOSTERON TOTAL.           | Descrição: TESTOSTERON TOTAL.           | Descrição: TESTOSTERON TOTAL.           | Descrição: TESTOSTERON TOTAL.           |",Ata#1009 - BLL_llm.json
212,TIREOGLOBULINA DOSAGEM,produto,exames,laboratorio,10.0,UN,6.68,66.8,,,"['Marca: exames', 'Modelo: laboratorio']",,"Quantidade: 10                           | Val. Ref.: 9,51                          | Valor Unit.: 6,68                        |                                          | Total Item: 66,80                        |
Item: 212                                | Unidade: UN                              | Marca: exames                            | Modelo: laboratorio                      |                                          |
Descrição:                               | TIREOGLOBULINA                           | DOSAGEM                                  |                                          |                                          |",Ata#1009 - BLL_llm.json
213,TIROXINA,produto,exames,laboratorio,40.0,UN,4.76,190.4,,,"['Marca: exames', 'Modelo: laboratorio']",,"Quantidade: 40                           | Val. Ref.: 8,13                          | Valor Unit.: 4,76                        |                                          | Total Item: 190,40                       |
Item: 213                                | Unidade: UN                              | Marca: exames                            | Modelo: laboratorio                      |                                          |
Descrição: TIROXINA                      | Descrição: TIROXINA                      | Descrição: TIROXINA                      | Descrição: TIROXINA                      | Descrição: TIROXINA                      |",Ata#1009 - BLL_llm.json
214,TIROXINA LIVRE,produto,exames,laboratorio,370.0,UN,6.46,2390.2,,,"['Marca: exames', 'Modelo: laboratorio']",,"Quantidade: 370                          | Val. Ref.: 11,02                         | Valor Unit.: 6,46                        | Total Item: 2.390,20                     |
Item: 214                                | Unidade: UN                              | Marca: exames                            | Modelo: laboratorio                      |                                          |
Descrição: TIROXINA LIVRE                | Descrição: TIROXINA LIVRE                | Descrição: TIROXINA LIVRE                | Descrição: TIROXINA LIVRE                | Descrição: TIROXINA LIVRE                |",Ata#1009 - BLL_llm.json
215,TOLERANCIA A LACTOSE - 30 MIN,produto,exames,laboratorio,12.0,UN,8.64,103.68,,,"['Marca: exames', 'Modelo: laboratorio']",,"Quantidade: 12                           | Val. Ref.: 14,75                         | Valor Unit.: 8,64                        |                                          | Total Item: 103,68                       |
Item: 215                                | Unidade: UN                              | Marca: exames                            | Modelo: laboratorio                      |                                          |
Descrição: TOLERANCIA A LACTOSE - 30 MIN",Ata#1009 - BLL_llm.json
216,TOLERANCIA A LACTOSE - 60 MIN,produto,exames,laboratorio,12.0,UN,8.97,107.64,,,"['Marca: exames', 'Modelo: laboratorio']",,"Quantidade: 12                           | Val. Ref.: 15,30                         | Valor Unit.: 8,97                        | Total Item: 107,64                       |
Item: 216                                | Unidade: UN                              | Marca: exames                            | Modelo: laboratorio                      |                                          |
Descrição: TOLERANCIA A LACTOSE - 60 MIN",Ata#1009 - BLL_llm.json
217,TOLERANCIA A LACTOSE - BASAL,produto,exames,laboratorio,12.0,UN,9.25,111.0,,,"['Marca: exames', 'Modelo: laboratorio']",,"Quantidade: 12                           | Val.                                     | Ref.: 15,79                              | Valor Unit.: 9,25                        | Total Item: 111,00                       |
Item: 217                                | Unidade: UN                              | Marca: exames                            | Modelo: laboratorio                      |                                          |
Descrição: TOLERANCIA A LACTOSE - BASAL",Ata#1009 - BLL_llm.json
218,TOXOPLASMOSE ELISA IGG,produto,exames,laboratorio,80.0,UN,6.56,524.8,,,"['Marca: exames', 'Modelo: laboratorio']",,"Quantidade: 80                           | Val. Ref.: 11,19                         | Valor Unit.: 6,56                        | Total Item: 524,80                       |
Item: 218                                | Unidade: UN                              | Marca: exames                            | Modelo: laboratorio                      |                                          |
Descrição: TOXOPLASMOSE ELISA IGG        | Descrição: TOXOPLASMOSE ELISA IGG        | Descrição: TOXOPLASMOSE ELISA IGG        | Descrição: TOXOPLASMOSE ELISA IGG        | Descrição: TOXOPLASMOSE ELISA IGG        |",Ata#1009 - BLL_llm.json
219,TOXOPLASMOSE ELISA IGM,produto,exames,laboratorio,80.0,UN,6.83,546.4,,,"['Marca: exames', 'Modelo: laboratorio']",,"Quantidade: 80                           | Val. Ref.: 11,65                         | Valor Unit.: 6,83                        | Total Item: 546,40                       |
Item: 219                                | Unidade: UN                              | Marca: exames                            | Modelo: laboratorio                      |                                          |
Descrição: TOXOPLASMOSE ELISA IGM        | Descrição: TOXOPLASMOSE ELISA IGM        | Descrição: TOXOPLASMOSE ELISA IGM        | Descrição: TOXOPLASMOSE ELISA IGM        | Descrição: TOXOPLASMOSE ELISA IGM        |",Ata#1009 - BLL_llm.json
220,TRANSAMINASE OXALACETICA,produto,exames,laboratorio,620.0,UN,1.13,700.6,,,"['Marca: exames', 'Modelo: laboratorio']",,"Quantidade: 620                         | Val. Ref.: 1,92                                         | Valor Unit.: 1,13                                       | Total Item: 700,60                                      |
Item: 220                                               | Unidade: UN                                             | Marca: exames                                           |                                                         | Modelo: laboratorio                                     |
Descrição: TRANSAMINASE OXALACETICA                     | Descrição: TRANSAMINASE OXALACETICA                     | Descrição: TRANSAMINASE OXALACETICA                     | Descrição: TRANSAMINASE OXALACETICA                     | Descrição: TRANSAMINASE OXALACETICA                     |",Ata#1009 - BLL_llm.json
221,TRANSAMINASE PIRUVICA,produto,exames,laboratorio,620.0,UN,1.11,688.2,,,"['Marca: exames', 'Modelo: laboratorio']",,"Quantidade: 620                         | Val. Ref.: 1,90                                         | Valor Unit.: 1,11                                       |                                                         | Total Item: 688,20                                      |
Item: 221 Unidade: UN Marca: exames Modelo: laboratorio | Descrição: TRANSAMINASE PIRUVICA",Ata#1009 - BLL_llm.json
222,TRANSFERRINA,produto,exames,laboratorio,12.0,UN,2.41,28.92,,,"['Marca: exames', 'Modelo: laboratorio']",,"Quantidade: 12                                          | Val. Ref.:                                              | 4,11 Valor                                              | Unit.: 2,41                                             | Total Item: 28,92                                       |
Item: 222                                               | Unidade:                                      | Marca: exames                                           | Modelo: laboratorio                                     |                                                         |
Descrição: TRANSFERRINA                                 | Descrição: TRANSFERRINA                                 | Descrição: TRANSFERRINA                                 | Descrição: TRANSFERRINA                                 | Descrição: TRANSFERRINA                                 |",Ata#1009 - BLL_llm.json
223,TRANSGLUTAMINASE IGA,produto,exames,laboratorio,24.0,UN,22.68,544.32,,,"['Marca: exames', 'Modelo: laboratorio']",,"Quantidade: 24                                          | Val.                                                    | Ref.: 38,70 Valor                                       | Unit.: 22,68                                            | Total Item: 544,32                                      |
Item: 223                                               | Unidade: UN                                             | Marca: exames                                           | Modelo: laboratorio                                     |                                                         |
Descrição: TRANSGLUTAMINASE IGA                         | Descrição: TRANSGLUTAMINASE IGA                         | Descrição: TRANSGLUTAMINASE IGA                         | Descrição: TRANSGLUTAMINASE IGA                         | Descrição: TRANSGLUTAMINASE IGA                         |",Ata#1009 - BLL_llm.json
224,TRANSGLUTAMINASE IGG,produto,exames,laboratorio,2.0,UN,14.49,28.98,,,[],,Descrição: TRANSGLUTAMINASE IGG,Ata#1009 - BLL_llm.json
225,TRIGLICÉRIDES,produto,exames,laboratorio,1000.0,UN,1.9,1900.0,,,[],,Descrição: TRIGLICÉRIDES,Ata#1009 - BLL_llm.json
226,TRIIODOTIRONINA,produto,exames,laboratorio,12.0,UN,4.11,49.32,,,[],,Descrição: TRIIODOTIRONINA,Ata#1009 - BLL_llm.json
227,UREIA....,produto,exames,laboratorio,600.0,UN,1.08,648.0,,,[],,Descrição: UREIA....,Ata#1009 - BLL_llm.json
228,URINA TIPO 1,produto,exames,laboratorio,1165.0,UN,4.54,5289.1,,,[],,Descrição: URINA TIPO 1,Ata#1009 - BLL_llm.json
229,UROCULTURA,produto,exames,laboratorio,380.0,UN,11.19,4252.2,,,[],,Descrição: UROCULTURA,Ata#1009 - BLL_llm.json
230,VDRL,produto,exames,laboratorio,170.0,UN,1.69,287.3,,,[],,Descrição: VDRL,Ata#1009 - BLL_llm.json
231,VELOC. DE HEMOSSEDIMENTACAO,produto,exames,laboratorio,30.0,UN,2.45,73.5,,,[],,Descrição: VELOC. DE HEMOSSEDIMENTACAO,Ata#1009 - BLL_llm.json
233,VITAMINA A,produto,exames,laboratorio,12.0,UN,10.2,122.4,,,[],,Descrição: VITAMINA A,Ata#1009 - BLL_llm.json
234,VITAMINA B1,produto,exames,laboratorio,,UN,,898.44,,,[],,Descrição: VITAMINA B1,Ata#1009 - BLL_llm.json
235,VITAMINA B6,produto,exames,laboratorio,12.0,UN,,134.76,,,[],,Descrição: VITAMINA B6,Ata#1009 - BLL_llm.json
237,VITAMINA C (ÁCIDO ASCÓRBICO),produto,exames,laboratorio,12.0,UN,11.23,134.76,,,[],,Descrição: VITAMINA C (ÁCIDO ASCÓRBICO),Ata#1009 - BLL_llm.json
238,VITAMINA D 25.,produto,exames,laboratorio,250.0,UN,8.76,2190.0,,,[],,Descrição: VITAMINA D 25.,Ata#1009 - BLL_llm.json
239,VITAMINA E (EXAME),produto,exames,laboratorio,20.0,UN,48.89,977.8,,,[],,Descrição: VITAMINA E (EXAME),Ata#1009 - BLL_llm.json
240,WAALER-ROSE,produto,exames,laboratorio,20.0,UN,101.58,2031.6,,,[],,Descrição: WAALER-ROSE,Ata#1009 - BLL_llm.json
241,ZINCO,produto,exames,,60.0,UN,9.11,546.6,,,[],,"Descrição: ZINCO Quantidade: 60\nVal. Ref.: 15,54\nUnit.: 9,11\nTotal 546,60",Ata#1009 - BLL_llm.json
